user_id,created_at,segment,risk_seed_band,kyc_level,occupation,monthly_income_twd,expected_monthly_volume_twd,declared_source_of_funds,residence_country,residence_city,nationality,activity_window,hidden_suspicious_label,observed_blacklist_label,scenario_types,evidence_tags
usr_000046,2025-12-26T08:46:33,cross_border,clean,enhanced,self_employed,114251.0,164834.42,investment,TW,宜蘭縣,TW,09:00-22:00,0,0,,
usr_000047,2024-10-13T19:48:29,salary_cycle,clean,standard,teacher,89115.0,113820.48,family_support,TW,新北市,TW,09:00-22:00,0,0,,
usr_000048,2024-12-15T15:44:56,retail_investor,clean,standard,freelancer,89789.0,201721.75,family_support,TW,台中市,TW,09:00-22:00,0,0,,
usr_000049,2025-04-04T18:18:14,retail_investor,clean,enhanced,sales,78271.0,127627.31,freelance_income,TW,宜蘭縣,TW,09:00-22:00,0,0,,
usr_000050,2024-12-27T20:19:16,dormant,clean,standard,driver,44184.0,14873.67,salary,TW,台南市,TW,09:00-20:00,0,0,,
usr_000051,2024-10-11T22:38:18,retail_investor,clean,standard,student,95236.0,230137.02,savings,TW,宜蘭縣,TW,09:00-22:00,0,0,,
usr_000052,2025-07-21T12:40:55,retail_investor,clean,standard,designer,64618.0,53248.61,salary,TW,台北市,TW,09:00-22:00,0,0,,
usr_000053,2024-04-27T21:31:04,salary_cycle,clean,enhanced,teacher,63866.0,51657.83,freelance_income,TW,宜蘭縣,TW,09:00-22:00,0,0,,
usr_000054,2025-09-13T15:14:49,retail_investor,clean,basic,operations,98772.0,238387.56,business_income,TW,高雄市,TW,09:00-22:00,0,0,,
usr_000055,2024-08-01T13:42:05,retail_investor,clean,standard,retail_worker,102139.0,253616.56,savings,TW,新北市,TW,09:00-22:00,0,0,,
usr_000056,2024-10-23T23:55:29,retail_investor,clean,standard,student,78545.0,122990.18,freelance_income,TW,新竹市,TW,09:00-22:00,0,0,,
usr_000057,2025-10-26T09:52:09,dormant,clean,enhanced,student,58652.0,25255.05,salary,TW,新竹市,TW,09:00-20:00,0,0,,
usr_000058,2025-12-18T13:32:34,cross_border,grey,standard,designer,124607.0,413538.59,business_income,TW,台中市,TW,09:00-22:00,0,0,,
usr_000059,2025-11-20T22:02:48,night_owl,clean,standard,retail_worker,78138.0,97770.19,business_income,TW,台北市,TW,18:00-04:00,0,0,,
usr_000060,2025-04-27T13:20:42,night_owl,clean,standard,student,41894.0,91987.65,savings,TW,新北市,TW,18:00-04:00,0,0,,
usr_000061,2025-04-11T09:20:07,dormant,clean,standard,sales,38888.0,16772.07,family_support,TW,台北市,TW,09:00-20:00,0,0,,
usr_000062,2025-10-03T11:13:17,salary_cycle,clean,basic,operations,70559.0,67339.51,savings,TW,宜蘭縣,TW,09:00-22:00,0,0,,
usr_000063,2025-12-28T07:35:26,night_owl,grey,enhanced,student,61766.0,59912.8,savings,TW,新竹市,TW,18:00-04:00,0,0,,
usr_000064,2025-06-06T21:53:30,salary_cycle,clean,basic,designer,42698.0,50266.29,savings,SG,Singapore,SG,09:00-22:00,0,0,,
usr_000065,2025-03-01T17:32:17,retail_investor,clean,enhanced,software_engineer,103561.0,172326.49,investment,TW,台中市,TW,09:00-22:00,0,0,,
usr_000066,2024-12-20T17:34:24,cross_border,clean,standard,designer,126011.0,440720.37,investment,TW,宜蘭縣,TW,09:00-22:00,0,0,,
usr_000067,2024-11-22T23:58:51,pro_trader,clean,standard,sales,245202.0,2523073.18,business_income,TW,台北市,TW,08:00-23:00,0,0,,
usr_000068,2025-03-27T10:00:46,salary_cycle,clean,enhanced,retail_worker,37426.0,20640.27,business_income,TW,新北市,TW,09:00-22:00,0,0,,
usr_000069,2025-11-22T21:20:40,retail_investor,clean,standard,designer,59737.0,82171.48,family_support,TW,台南市,TW,09:00-22:00,0,0,,
usr_000070,2025-10-11T18:28:10,retail_investor,clean,standard,freelancer,62667.0,156393.27,salary,TW,新北市,TW,09:00-22:00,0,0,,
usr_000071,2025-08-03T19:10:11,cross_border,grey,standard,student,88452.0,179068.04,family_support,TW,高雄市,TW,09:00-22:00,0,0,,
usr_000072,2025-04-16T11:57:51,salary_cycle,clean,standard,designer,50783.0,50640.84,investment,TW,台中市,TW,09:00-22:00,0,0,,
usr_000073,2024-09-14T13:12:24,retail_investor,clean,standard,designer,70293.0,174256.9,salary,AE,Dubai,AE,09:00-22:00,0,0,,
usr_000074,2024-10-09T07:58:38,salary_cycle,clean,standard,designer,72670.0,54869.26,investment,TW,高雄市,TW,09:00-22:00,0,0,,
usr_000075,2025-10-06T07:19:50,salary_cycle,clean,standard,designer,58089.0,38501.71,salary,TW,桃園市,TW,09:00-22:00,0,0,,
usr_000076,2024-05-16T20:33:32,dormant,clean,standard,freelancer,25906.0,14373.01,savings,TW,新竹市,TW,09:00-20:00,0,0,,
usr_000077,2024-05-25T19:55:43,pro_trader,clean,standard,self_employed,274739.0,3355154.66,business_income,TW,新北市,TW,08:00-23:00,0,0,,
usr_000078,2025-08-22T16:23:06,retail_investor,clean,standard,self_employed,76717.0,63188.86,savings,TW,台中市,TW,09:00-22:00,0,0,,
usr_000079,2025-12-19T14:07:08,salary_cycle,clean,standard,software_engineer,71792.0,56974.67,salary,TW,宜蘭縣,TW,09:00-22:00,0,0,,
usr_000080,2025-08-25T19:56:26,retail_investor,clean,basic,self_employed,55775.0,128747.71,salary,TW,高雄市,TW,09:00-22:00,0,0,,
usr_000081,2025-01-07T09:34:57,salary_cycle,clean,standard,self_employed,53333.0,23427.03,investment,TW,新竹市,TW,09:00-22:00,1,1,fan_in_hub,aggregation_hub|fan_in_cluster|late_night_cashout
usr_000082,2025-10-20T11:03:50,retail_investor,clean,enhanced,office_staff,41011.0,98972.6,savings,TW,新竹市,TW,09:00-22:00,0,0,,
usr_000083,2024-06-01T22:00:17,retail_investor,clean,standard,retail_worker,97641.0,112498.79,savings,TW,台南市,TW,09:00-22:00,0,0,,
usr_000084,2025-08-26T12:16:03,dormant,clean,basic,retail_worker,27204.0,11712.11,freelance_income,TW,新竹市,TW,09:00-20:00,0,0,,
usr_000085,2025-05-31T15:02:46,dormant,clean,standard,self_employed,51211.0,16599.41,family_support,TW,宜蘭縣,TW,09:00-20:00,0,0,,
usr_000086,2025-05-18T21:04:57,salary_cycle,clean,standard,student,37041.0,17520.04,investment,TW,新北市,TW,09:00-22:00,0,0,,
usr_000087,2025-09-04T14:32:38,retail_investor,clean,standard,sales,61046.0,113627.35,salary,TW,高雄市,TW,09:00-22:00,0,0,,
usr_000088,2025-04-08T21:21:52,cross_border,clean,standard,designer,135316.0,435544.9,business_income,TW,高雄市,TW,09:00-22:00,0,0,,
usr_000089,2024-03-10T07:05:27,retail_investor,clean,standard,student,65963.0,127353.67,freelance_income,TW,宜蘭縣,TW,09:00-22:00,0,0,,
usr_000090,2025-02-25T16:48:27,cross_border,clean,enhanced,software_engineer,122924.0,164466.93,investment,TW,新北市,TW,09:00-22:00,0,0,,
usr_000091,2024-12-25T20:07:48,retail_investor,clean,basic,freelancer,100748.0,167503.76,family_support,TW,新北市,TW,09:00-22:00,0,0,,
usr_000092,2024-01-31T16:48:19,cross_border,clean,standard,office_staff,131490.0,343349.13,investment,TW,台中市,TW,09:00-22:00,0,0,,
usr_000093,2024-04-04T19:24:26,cross_border,clean,basic,designer,124228.0,336893.0,investment,TW,台北市,TW,09:00-22:00,0,0,,
usr_000094,2024-06-09T07:43:05,retail_investor,clean,standard,freelancer,67517.0,143177.94,business_income,TW,台北市,TW,09:00-22:00,0,0,,
usr_000095,2025-03-17T10:33:42,salary_cycle,clean,standard,freelancer,63969.0,57381.5,salary,TW,台南市,TW,09:00-22:00,0,0,,
usr_000096,2024-09-19T11:00:31,pro_trader,clean,standard,sales,148721.0,607459.54,savings,TW,桃園市,TW,08:00-23:00,0,0,,
usr_000097,2025-02-11T18:27:01,salary_cycle,clean,enhanced,designer,50080.0,50095.77,salary,TW,新北市,TW,09:00-22:00,0,0,,
usr_000098,2024-01-23T01:51:39,salary_cycle,clean,standard,designer,72578.0,64253.84,freelance_income,TW,高雄市,TW,09:00-22:00,0,0,,
usr_000099,2024-11-14T19:21:49,salary_cycle,clean,standard,retail_worker,41937.0,29019.56,salary,TW,高雄市,TW,09:00-22:00,0,0,,
usr_000100,2024-08-30T09:12:11,salary_cycle,clean,standard,teacher,47707.0,70945.43,savings,TW,桃園市,TW,09:00-22:00,0,0,,
usr_000101,2025-11-29T22:41:40,retail_investor,clean,enhanced,teacher,107306.0,175981.73,investment,TW,宜蘭縣,TW,09:00-22:00,0,0,,
usr_000102,2024-12-27T13:29:28,retail_investor,clean,standard,software_engineer,33950.0,54223.78,salary,TW,台北市,TW,09:00-22:00,0,0,,
usr_000103,2025-04-06T22:41:12,retail_investor,clean,standard,office_staff,36835.0,67979.52,family_support,TW,台北市,TW,09:00-22:00,0,0,,
usr_000104,2025-06-01T11:15:45,pro_trader,clean,enhanced,designer,356203.0,1830356.47,business_income,TW,新北市,TW,08:00-23:00,0,0,,
usr_000105,2025-10-09T11:21:06,retail_investor,clean,enhanced,operations,62079.0,90548.94,freelance_income,TW,台北市,TW,09:00-22:00,0,0,,
usr_000106,2024-12-25T16:44:42,retail_investor,clean,standard,sales,103997.0,237588.99,savings,TW,桃園市,TW,09:00-22:00,0,0,,
usr_000107,2025-10-24T22:23:01,retail_investor,clean,standard,office_staff,31728.36,140856.0,investment,TW,新北市,TW,09:00-22:00,1,0,fan_in_hub,fan_out_to_shared_cluster|kyc_volume_mismatch|short_dwell_time
usr_000108,2024-04-14T15:53:47,retail_investor,clean,enhanced,operations,88736.0,99953.02,salary,TW,台中市,TW,09:00-22:00,0,0,,
usr_000109,2025-03-25T09:43:46,night_owl,grey,standard,driver,70503.0,69337.49,business_income,TW,桃園市,TW,18:00-04:00,0,0,,
usr_000110,2024-07-18T15:28:29,dormant,clean,standard,freelancer,49420.0,10724.21,business_income,US,Los Angeles,US,09:00-20:00,0,0,,
usr_000111,2025-01-16T11:45:54,pro_trader,clean,basic,operations,224699.0,2879259.61,salary,TW,宜蘭縣,TW,08:00-23:00,0,0,,
usr_000112,2024-08-16T20:59:01,dormant,clean,standard,sales,37877.0,12297.13,salary,TW,新北市,TW,09:00-20:00,0,0,,
usr_000113,2025-10-28T12:08:02,retail_investor,clean,basic,freelancer,35696.0,51307.7,business_income,AE,Dubai,AE,09:00-22:00,0,0,,
usr_000114,2024-08-09T22:46:38,dormant,clean,basic,operations,50743.0,16455.99,business_income,TW,台中市,TW,09:00-20:00,0,0,,
usr_000115,2024-03-06T10:38:34,retail_investor,clean,standard,software_engineer,40970.0,36101.7,freelance_income,TW,宜蘭縣,TW,09:00-22:00,0,0,,
usr_000116,2024-07-11T18:33:23,dormant,clean,standard,student,39088.0,12297.84,family_support,TW,高雄市,TW,09:00-20:00,0,0,,
usr_000117,2025-01-01T20:15:46,retail_investor,clean,standard,self_employed,86621.0,75707.49,freelance_income,TW,台北市,TW,09:00-22:00,0,0,,
usr_000118,2025-12-14T12:51:08,retail_investor,clean,enhanced,student,71176.0,123008.03,freelance_income,TW,宜蘭縣,TW,09:00-22:00,0,0,,
usr_000119,2025-06-12T17:34:30,retail_investor,clean,standard,freelancer,51422.0,44967.03,salary,TW,台中市,TW,09:00-22:00,0,0,,
usr_000120,2025-03-24T23:28:57,retail_investor,clean,standard,sales,31265.0,71029.61,investment,TW,台南市,TW,09:00-22:00,0,0,,
usr_000121,2024-03-22T17:11:34,dormant,clean,standard,freelancer,44074.0,24776.43,investment,TW,高雄市,TW,09:00-20:00,0,0,,
usr_000122,2024-12-26T16:55:58,retail_investor,clean,standard,office_staff,63750.0,84216.49,family_support,TW,宜蘭縣,TW,09:00-22:00,0,0,,
usr_000123,2025-06-10T23:10:01,salary_cycle,clean,basic,retail_worker,86870.0,133561.34,family_support,TW,台南市,TW,09:00-22:00,0,0,,
usr_000124,2025-09-12T10:23:23,retail_investor,clean,standard,designer,33812.0,40614.71,salary,TW,台北市,TW,09:00-22:00,0,0,,
usr_000125,2024-07-10T14:58:35,salary_cycle,clean,standard,student,61085.0,47479.08,investment,JP,Tokyo,JP,09:00-22:00,0,0,,
usr_000126,2024-07-24T07:28:11,dormant,clean,standard,designer,34062.0,20375.29,salary,US,Los Angeles,US,09:00-20:00,0,0,,
usr_000127,2025-12-30T23:40:11,dormant,clean,standard,office_staff,24255.0,9095.59,family_support,TW,桃園市,TW,09:00-20:00,0,0,,
usr_000128,2025-04-24T22:08:39,pro_trader,clean,standard,student,192811.0,1273342.74,salary,TW,台南市,TW,08:00-23:00,0,0,,
usr_000129,2024-05-09T00:28:29,pro_trader,clean,enhanced,self_employed,19150.76,3628953.1,family_support,TW,新北市,TW,08:00-23:00,1,1,mule_quick_out,kyc_volume_mismatch|late_night_activity|quick_in_out|short_dwell_time
usr_000130,2025-05-30T18:53:07,cross_border,clean,standard,operations,122260.0,326620.77,savings,US,Los Angeles,US,09:00-22:00,0,0,,
usr_000131,2024-09-14T15:17:08,retail_investor,clean,enhanced,self_employed,54552.0,75731.23,investment,JP,Tokyo,JP,09:00-22:00,0,0,,
usr_000132,2025-08-01T07:05:02,salary_cycle,clean,standard,self_employed,46051.0,51124.44,family_support,TW,台南市,TW,09:00-22:00,0,0,,
usr_000133,2024-10-24T13:30:15,dormant,clean,basic,self_employed,47301.0,19348.67,business_income,GB,London,GB,09:00-20:00,0,0,,
usr_000134,2025-09-14T09:46:55,retail_investor,clean,standard,office_staff,32852.0,35110.14,business_income,TW,台南市,TW,09:00-22:00,0,0,,
usr_000135,2024-05-25T09:24:55,salary_cycle,clean,standard,teacher,41958.0,32850.56,business_income,TW,新竹市,TW,09:00-22:00,0,0,,
usr_000136,2025-05-26T21:01:05,cross_border,clean,standard,sales,125718.0,359376.89,family_support,TW,宜蘭縣,TW,09:00-22:00,0,0,,
usr_000137,2024-10-20T17:06:27,retail_investor,clean,standard,retail_worker,71254.0,62897.25,investment,TW,宜蘭縣,TW,09:00-22:00,0,0,,
usr_000138,2025-07-21T14:32:28,dormant,clean,basic,operations,43982.0,5393.13,investment,TW,台南市,TW,09:00-20:00,0,0,,
usr_000139,2024-05-28T15:25:32,retail_investor,clean,enhanced,software_engineer,37672.0,55364.14,salary,TW,台南市,TW,09:00-22:00,0,0,,
usr_000140,2024-12-02T02:10:25,cross_border,grey,basic,teacher,112094.0,268405.19,freelance_income,HK,Hong Kong,HK,09:00-22:00,0,0,,
usr_000141,2025-05-02T20:21:43,salary_cycle,clean,standard,student,68247.0,95132.72,business_income,TW,台中市,TW,09:00-22:00,0,0,,
usr_000142,2024-02-23T12:33:40,dormant,clean,standard,teacher,21746.0,8664.8,business_income,TW,新竹市,TW,09:00-20:00,0,0,,
usr_000143,2025-12-09T15:49:39,retail_investor,clean,standard,designer,39404.0,44303.23,freelance_income,TW,高雄市,TW,09:00-22:00,0,0,,
usr_000144,2024-11-18T03:58:34,dormant,clean,standard,office_staff,53992.0,10996.6,family_support,TW,高雄市,TW,09:00-20:00,0,0,,
usr_000145,2024-10-23T23:45:31,salary_cycle,clean,standard,office_staff,47600.0,73723.11,business_income,TW,台中市,TW,09:00-22:00,0,0,,
usr_000146,2024-05-30T13:45:05,retail_investor,clean,standard,office_staff,100166.0,195349.52,business_income,SG,Singapore,SG,09:00-22:00,0,0,,
usr_000147,2024-10-06T08:15:03,dormant,clean,standard,self_employed,34023.0,6839.78,family_support,AE,Dubai,AE,09:00-20:00,0,0,,
usr_000148,2024-01-07T01:26:41,retail_investor,clean,standard,designer,79172.0,107792.61,business_income,TW,桃園市,TW,09:00-22:00,0,0,,
usr_000149,2025-10-30T15:47:46,dormant,clean,standard,software_engineer,38824.0,10116.91,savings,JP,Tokyo,JP,09:00-20:00,0,0,,
usr_000150,2024-02-09T07:59:21,night_owl,clean,standard,freelancer,32381.0,71109.99,business_income,TW,台中市,TW,18:00-04:00,0,0,,
usr_000151,2024-12-05T10:41:16,night_owl,clean,standard,retail_worker,38794.0,77257.62,salary,TW,新北市,TW,18:00-04:00,0,0,,
usr_000152,2025-03-14T11:25:42,cross_border,grey,standard,student,124420.0,342294.68,savings,TW,高雄市,TW,09:00-22:00,0,0,,
usr_000153,2024-12-04T16:36:00,retail_investor,clean,standard,freelancer,57512.0,46677.38,freelance_income,TW,台中市,TW,09:00-22:00,0,0,,
usr_000154,2025-12-08T09:23:39,retail_investor,clean,basic,driver,40495.0,64434.49,savings,TW,台中市,TW,09:00-22:00,0,0,,
usr_000155,2025-11-12T19:43:48,retail_investor,clean,standard,teacher,104395.0,149823.76,salary,GB,London,GB,09:00-22:00,0,0,,
usr_000156,2025-08-10T12:20:54,salary_cycle,clean,standard,operations,58709.0,28986.0,business_income,TW,新竹市,TW,09:00-22:00,0,0,,
usr_000157,2024-05-16T14:36:03,dormant,clean,standard,operations,52035.0,7569.57,business_income,TW,宜蘭縣,TW,09:00-20:00,0,0,,
usr_000158,2024-02-17T16:04:34,dormant,clean,basic,software_engineer,45948.0,10440.7,salary,TW,新北市,TW,09:00-20:00,0,0,,
usr_000159,2025-03-07T14:28:55,retail_investor,clean,enhanced,sales,48590.0,102391.4,business_income,AE,Dubai,AE,09:00-22:00,0,0,,
usr_000160,2024-08-17T18:19:29,salary_cycle,clean,enhanced,self_employed,57791.0,31343.52,freelance_income,TW,桃園市,TW,09:00-22:00,0,0,,
usr_000161,2024-04-26T10:39:49,salary_cycle,clean,standard,software_engineer,88959.0,60100.42,savings,TW,新竹市,TW,09:00-22:00,0,0,,
usr_000162,2024-02-16T12:34:13,retail_investor,clean,standard,software_engineer,29400.0,45833.12,savings,TW,新竹市,TW,09:00-22:00,0,0,,
usr_000163,2024-08-31T12:42:33,retail_investor,clean,standard,driver,100511.0,134899.46,business_income,TW,台南市,TW,09:00-22:00,0,0,,
usr_000164,2025-10-21T22:20:44,pro_trader,grey,standard,sales,211820.0,2305856.53,business_income,TW,台南市,TW,08:00-23:00,0,0,,
usr_000165,2025-04-20T22:26:26,retail_investor,clean,enhanced,operations,95507.0,153287.02,family_support,TW,桃園市,TW,09:00-22:00,0,0,,
usr_000166,2024-04-05T17:12:03,retail_investor,clean,basic,freelancer,51651.0,70320.1,business_income,TW,台南市,TW,09:00-22:00,0,0,,
usr_000167,2025-05-06T13:19:58,cross_border,clean,standard,software_engineer,74662.0,227771.1,savings,TW,新竹市,TW,09:00-22:00,0,0,,
usr_000168,2024-09-03T17:18:24,dormant,clean,standard,designer,51386.0,28633.34,family_support,TW,高雄市,TW,09:00-20:00,0,0,,
usr_000169,2024-11-24T20:20:26,retail_investor,clean,standard,software_engineer,72139.0,120601.12,family_support,TW,宜蘭縣,TW,09:00-22:00,0,0,,
usr_000170,2024-10-30T09:14:24,dormant,clean,enhanced,teacher,21062.0,211647.78,savings,TW,高雄市,TW,09:00-20:00,1,0,mule_quick_out,kyc_volume_mismatch|late_night_activity|quick_in_out|short_dwell_time
usr_000171,2024-12-27T10:11:58,retail_investor,clean,standard,operations,89044.0,217540.2,freelance_income,TW,桃園市,TW,09:00-22:00,0,0,,
usr_000172,2024-05-21T19:04:45,cross_border,clean,standard,retail_worker,59742.0,201565.48,salary,TW,高雄市,TW,09:00-22:00,0,0,,
usr_000173,2025-05-15T10:00:01,retail_investor,clean,enhanced,operations,105980.0,199681.01,freelance_income,AE,Dubai,AE,09:00-22:00,0,0,,
usr_000174,2025-06-21T08:39:33,pro_trader,grey,enhanced,freelancer,345744.0,4448980.09,investment,TW,新北市,TW,08:00-23:00,0,0,,
usr_000175,2025-12-02T18:41:54,retail_investor,clean,standard,self_employed,78218.0,123607.61,salary,TW,台中市,TW,09:00-22:00,0,0,,
usr_000176,2025-05-27T23:50:21,retail_investor,clean,standard,teacher,97443.0,156806.12,salary,TW,新北市,TW,09:00-22:00,0,0,,
usr_000177,2025-07-11T11:11:59,retail_investor,clean,basic,office_staff,99289.0,159691.51,salary,TW,台中市,TW,09:00-22:00,0,0,,
usr_000178,2025-11-25T20:24:48,dormant,clean,standard,retail_worker,46102.0,26021.7,freelance_income,TW,高雄市,TW,09:00-20:00,0,0,,
usr_000179,2025-09-12T22:25:49,salary_cycle,clean,standard,office_staff,57666.0,26782.15,salary,TW,台南市,TW,09:00-22:00,0,0,,
usr_000180,2024-07-10T23:24:05,dormant,clean,standard,teacher,49527.0,17101.76,investment,US,Los Angeles,US,09:00-20:00,0,0,,
usr_000181,2025-02-03T11:05:00,dormant,clean,standard,freelancer,25376.0,5937.63,business_income,TW,桃園市,TW,09:00-20:00,0,0,,
usr_000182,2024-04-16T09:35:05,retail_investor,clean,standard,teacher,36442.0,40762.78,family_support,TW,高雄市,TW,09:00-22:00,0,0,,
